id ,meal
239,"Cơm, Thịt Heo Kho Trứng Cút, Canh Chua Nấm Kim Châm, Đậu Cove Luộc, Táo Tây, Nutimilk Sữa Chua Có Đường Hộp 100g"
240,"Cơm, Gà Rô Ti, Su Su/ Cà Rốt Xào, Canh Khổ Qua Nhồi Thịt, Nhãn"
241,"Bánh Canh Tôm Thịt, Sinh Tố Đu Đủ "
242,"Cơm, Cá Trê Chiên Mắm Gừng, Đậu Que Xào Cà Rốt, Canh Cải Xanh, Chuối Già"
243,"Cơm, Cốt Lết Ram Mè, Bắp Cải Luộc, Canh Cải Cúc Nấu Thịt Heo, Mận"
244,"Bún Mọc, Phô Mai Con Bò Cười"
245,"Cơm, Tôm Chiên Giòn, Su Su Xào Tỏi, Canh Mồng Tơi Nấu Thịt Heo, Bưởi"
246,"Cơm, Cá Kèo Kho Rau Răm, Cải Thìa Xào Tỏi, Canh Bí Đỏ Nấu Thịt Heo, Dưa Hấu"
247,"Xôi Mặn, Nước Cam Vắt Nguyên Chất"
248,"Cơm, Đậu Hũ Dồn Thịt Sốt Cà, Đậu Cove/ Cải Ngồng Luộc, Canh Khổ Qua Nấu Cá Thác Lác, Lê"
249,"Cơm, Chim Cút Chiên Bơ Tỏi, Salad Dưa Leo, Canh Kim Chi, Vải"
250,"Miến Sườn Heo, Phô Mai Con Bò Cười"
251,"Cơm, Thịt Heo Nạc Chiên Sả, Su Su Xào Tỏi, Canh Kim Chi, Bưởi"
252,"Cơm, Cá Hú/ Cá Basa Kho Tiêu, Cải Thìa Xào Tỏi, Canh Đu Đủ Xanh Nấu Thịt Heo, Dưa Hấu"
253,"Cơm, Cá Hú Kho Tiêu, Cải Thìa Xào Tỏi, Canh Rau Ngót, Nhãn"
254,"Cơm, Bò Xào Hành Cần, Đậu Bắp Luộc, Canh Su Su Cà Rốt, Ổi"
255,"Cơm, Ếch Chiên Nước Mắm, Salad Trộn Giấm, Canh Rong Biển Nấu Tôm, Chuối Gìa"
256,"Cơm, Bò Xào Hành, Gỏi Măng Tươi, Canh Rau Đay Nấu Cua, Dưa Lưới"
257,"Phở Gà, Phô Mai Con Bò Cười"
258,"Cơm, Mực Nhồi Thịt Hấp, Khổ Qua (Mướp Đắng) Xào Trứng, Canh Rong Biển Nấu Đậu Hũ Thịt Bằm, Dưa Lê"
259,"Cơm, Trứng Gà Chiên Thịt Bằm, Giá Hẹ Xào Thịt Heo, Canh Cải Xanh Nấu Cá Thác Lác, Mận"
260,"Cơm, Lươn Nướng Sả Nghệ, Rau Củ Xào Tôm, Canh Bông Cải Nấm Rơm Thịt Heo, Mận"
261,"Cơm, Cá Thu Kho Cà, Giá Hẹ Xào Thịt Heo, Canh Cà Chua Trứng Gà, Dưa Lưới"
262,"Miến Xào Tôm Thịt, Sinh Tố Cà Chua"
263,"Cơm, Sườn Cốt Lếch Ram, Ngọn Su Su Xào Thịt Bò, Canh Rau Ngót Thịt Heo, Bưởi"
264,"Cơm, Cá Bống Chiên Giòn, Súp Lơ Xanh Luộc, Canh Mồng Tơi Nấu Tôm, Hồng Xiêm"
